song_x,performer,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri_x,track_href,analysis_url,duration_ms,time_signature,uri_y,hitTF_x,hitTF_x,chart_position_x,previous_position_x,weeks_on_chart_x,peak_x,chart_position_y,previous_position_y,weeks_on_chart_y,peak_y,chart_position,previous_position,weeks_on_chart,peak
2294863,Higher We Go - Intro,Migos,0.825,0.547,8.0,-3.938,1.0,0.0859,0.0936,0.0,0.22,0.184,152.007,audio_features,43dOwOq0mB4i6j4SpcSkqC,spotify:track:43dOwOq0mB4i6j4SpcSkqC,https://api.spotify.com/v1/tracks/43dOwOq0mB4i6j4SpcSkqC,https://api.spotify.com/v1/audio-analysis/43dOwOq0mB4i6j4SpcSkqC,255849.0,4.0,spotify:track:0wbnC9AUenxp613TYaJsGK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294864,Odyssey,Snowblood,0.484,0.592,4.0,-6.906,1.0,0.0473,0.0403,1.83e-06,0.0927,0.232,112.025,audio_features,32MnmnesQ2dzjmnWZfAEqk,spotify:track:32MnmnesQ2dzjmnWZfAEqk,https://api.spotify.com/v1/tracks/32MnmnesQ2dzjmnWZfAEqk,https://api.spotify.com/v1/audio-analysis/32MnmnesQ2dzjmnWZfAEqk,173571.0,4.0,spotify:track:32MnmnesQ2dzjmnWZfAEqk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294865,Into the Fire,GumoManiacs,0.484,0.992,8.0,-3.505,1.0,0.154,2.21e-05,0.0289,0.344,0.404,117.505,audio_features,0OcThse3X4FwiHKnF0klA3,spotify:track:0OcThse3X4FwiHKnF0klA3,https://api.spotify.com/v1/tracks/0OcThse3X4FwiHKnF0klA3,https://api.spotify.com/v1/audio-analysis/0OcThse3X4FwiHKnF0klA3,187747.0,4.0,spotify:track:0OcThse3X4FwiHKnF0klA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294866,Straight Into Love - Denis Goldin Remix,Hannah Mancini,0.548,0.795,2.0,-4.577,1.0,0.0453,0.000253,1.1e-06,0.0818,0.107,128.012,audio_features,7BkwOMK3ah65Daw5CHymJB,spotify:track:7BkwOMK3ah65Daw5CHymJB,https://api.spotify.com/v1/tracks/7BkwOMK3ah65Daw5CHymJB,https://api.spotify.com/v1/audio-analysis/7BkwOMK3ah65Daw5CHymJB,396426.0,4.0,spotify:track:7BkwOMK3ah65Daw5CHymJB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294867,infinity (888) - feat. Joey Bada$$,XXXTENTACION,0.562,0.579,10.0,-6.788,0.0,0.484,0.274,0.0,0.102,0.577,84.143,audio_features,7J2gyNghNTzl4EsLhXp01Q,spotify:track:7J2gyNghNTzl4EsLhXp01Q,https://api.spotify.com/v1/tracks/7J2gyNghNTzl4EsLhXp01Q,https://api.spotify.com/v1/audio-analysis/7J2gyNghNTzl4EsLhXp01Q,176591.0,4.0,spotify:track:3GVkPk8mqxz0itaAriG1L7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294868,infinity (888),XXXTENTACION,0.562,0.579,10.0,-6.788,0.0,0.484,0.274,0.0,0.102,0.577,84.143,audio_features,5g2wRHQ7UvfNUo9r8rLuD1,spotify:track:5g2wRHQ7UvfNUo9r8rLuD1,https://api.spotify.com/v1/tracks/5g2wRHQ7UvfNUo9r8rLuD1,https://api.spotify.com/v1/audio-analysis/5g2wRHQ7UvfNUo9r8rLuD1,176591.0,4.0,spotify:track:3GVkPk8mqxz0itaAriG1L7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294869,infinity (888) - Instrumental,XXXTENTACION,0.713,0.223,10.0,-8.14,0.0,0.0559,0.46,0.916,0.12,0.329,86.986,audio_features,4D3G23r9wn99zJzODBvlGl,spotify:track:4D3G23r9wn99zJzODBvlGl,https://api.spotify.com/v1/tracks/4D3G23r9wn99zJzODBvlGl,https://api.spotify.com/v1/audio-analysis/4D3G23r9wn99zJzODBvlGl,176667.0,4.0,spotify:track:3GVkPk8mqxz0itaAriG1L7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294870,Motiv888 - YLLIS Remix,Infinity Shred,0.691,0.883,3.0,-6.565,1.0,0.0646,0.0693,0.85,0.676,0.826,138.005,audio_features,72LrJVr8GcuNp2pgpbkskL,spotify:track:72LrJVr8GcuNp2pgpbkskL,https://api.spotify.com/v1/tracks/72LrJVr8GcuNp2pgpbkskL,https://api.spotify.com/v1/audio-analysis/72LrJVr8GcuNp2pgpbkskL,257090.0,4.0,spotify:track:72LrJVr8GcuNp2pgpbkskL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294871,Drug Addicts,Lil Pump,0.933,0.488,1.0,-9.327,0.0,0.149,0.0106,0.00107,0.0958,0.21,142.064,audio_features,6tpHfEM8eaETzlPOARYWfZ,spotify:track:6tpHfEM8eaETzlPOARYWfZ,https://api.spotify.com/v1/tracks/6tpHfEM8eaETzlPOARYWfZ,https://api.spotify.com/v1/audio-analysis/6tpHfEM8eaETzlPOARYWfZ,175775.0,4.0,spotify:track:44KKhCyI0BGS6LvVyDqJtH,1.0,1.0,83.0,0.0,1.0,83.0,83.0,0.0,1.0,83.0,83.0,0.0,1.0,83.0
2294872,All My Friends Are Drug Addicts,Asking for It,0.641,0.407,0.0,-8.837,1.0,0.0929,0.599,0.0,0.943,0.613,108.321,audio_features,1d6wqoUGSBCgDdIFM1A57v,spotify:track:1d6wqoUGSBCgDdIFM1A57v,https://api.spotify.com/v1/tracks/1d6wqoUGSBCgDdIFM1A57v,https://api.spotify.com/v1/audio-analysis/1d6wqoUGSBCgDdIFM1A57v,193819.0,4.0,spotify:track:1d6wqoUGSBCgDdIFM1A57v,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294873,Legal Drug Addicts,FaZe Adapt,0.748,0.739,7.0,-5.494,1.0,0.256,0.0149,0.0,0.0867,0.282,135.03,audio_features,0ugCLZj4HKXGWjcN0RhTEG,spotify:track:0ugCLZj4HKXGWjcN0RhTEG,https://api.spotify.com/v1/tracks/0ugCLZj4HKXGWjcN0RhTEG,https://api.spotify.com/v1/audio-analysis/0ugCLZj4HKXGWjcN0RhTEG,284457.0,4.0,spotify:track:0ugCLZj4HKXGWjcN0RhTEG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294874,Love Wins,Carrie Underwood,0.523,0.865,7.0,-4.697,1.0,0.0989,0.0112,0.0,0.153,0.325,135.115,audio_features,4XWnHzCRfRjaHRsTNeh3WR,spotify:track:4XWnHzCRfRjaHRsTNeh3WR,https://api.spotify.com/v1/tracks/4XWnHzCRfRjaHRsTNeh3WR,https://api.spotify.com/v1/audio-analysis/4XWnHzCRfRjaHRsTNeh3WR,228640.0,4.0,spotify:track:4XWnHzCRfRjaHRsTNeh3WR,1.0,1.0,83.0,0.0,1.0,83.0,83.0,0.0,1.0,83.0,83.0,0.0,1.0,83.0
2295874,Love Wins,Jaylynnekioz Hopkinsawem,0.384,0.552,2.0,-16.866,1.0,0.0423,7.48e-05,0.0539,0.399,0.57,141.096,audio_features,7oXBSpsW2Z8D9cPZhZSlnR,spotify:track:7oXBSpsW2Z8D9cPZhZSlnR,https://api.spotify.com/v1/tracks/7oXBSpsW2Z8D9cPZhZSlnR,https://api.spotify.com/v1/audio-analysis/7oXBSpsW2Z8D9cPZhZSlnR,201746.0,4.0,spotify:track:7oXBSpsW2Z8D9cPZhZSlnR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295875,Love Wins,Love and Theft,0.534,0.508,2.0,-7.085,1.0,0.0322,0.379,0.0,0.0867,0.422,153.947,audio_features,65R0xYBefZnX9ho6ypOADM,spotify:track:65R0xYBefZnX9ho6ypOADM,https://api.spotify.com/v1/tracks/65R0xYBefZnX9ho6ypOADM,https://api.spotify.com/v1/audio-analysis/65R0xYBefZnX9ho6ypOADM,225933.0,4.0,spotify:track:65R0xYBefZnX9ho6ypOADM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295876,Love - Ultimate Mix,John Lennon,0.617,0.127,2.0,-16.079,1.0,0.0333,0.936,0.00737,0.0465,0.144,81.398,audio_features,7rx2sydip0w8jotiRHzhVN,spotify:track:7rx2sydip0w8jotiRHzhVN,https://api.spotify.com/v1/tracks/7rx2sydip0w8jotiRHzhVN,https://api.spotify.com/v1/audio-analysis/7rx2sydip0w8jotiRHzhVN,202587.0,4.0,spotify:track:7pKfPomDEeI4TPT6EOYjn9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295877,Nights,Frank Ocean,0.466,0.548,5.0,-9.362,0.0,0.118,0.42,1.01e-06,0.113,0.423,89.815,audio_features,7eqoqGkKwgOaWNNHx90uEZ,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,https://api.spotify.com/v1/tracks/7eqoqGkKwgOaWNNHx90uEZ,https://api.spotify.com/v1/audio-analysis/7eqoqGkKwgOaWNNHx90uEZ,307151.0,4.0,spotify:track:2JUqYobT8NvARdPmc4ES2x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295878,F&N,Future,0.728,0.628,1.0,-4.766,1.0,0.191,0.01,6.53e-05,0.0735,0.393,160.94,audio_features,5YP6yKgGGsXKukqxXypVAf,spotify:track:5YP6yKgGGsXKukqxXypVAf,https://api.spotify.com/v1/tracks/5YP6yKgGGsXKukqxXypVAf,https://api.spotify.com/v1/audio-analysis/5YP6yKgGGsXKukqxXypVAf,189428.0,4.0,spotify:track:2O0PpdgMmzBj2ZY8cqjfpO,1.0,1.0,83.0,0.0,1.0,83.0,83.0,0.0,1.0,83.0,83.0,0.0,1.0,83.0
2295879,F&N,Dee Mula,0.665,0.674,8.0,-6.352,1.0,0.291,0.567,0.0,0.275,0.8,162.027,audio_features,4noPC0V38R75yqcbsqN3zy,spotify:track:4noPC0V38R75yqcbsqN3zy,https://api.spotify.com/v1/tracks/4noPC0V38R75yqcbsqN3zy,https://api.spotify.com/v1/audio-analysis/4noPC0V38R75yqcbsqN3zy,149107.0,3.0,spotify:track:4noPC0V38R75yqcbsqN3zy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295880,F&n,Tai Trendin,0.693,0.536,5.0,-8.416,0.0,0.106,0.0987,1.32e-06,0.113,0.452,139.985,audio_features,0azpnRmmqolIupBfSvPvwk,spotify:track:0azpnRmmqolIupBfSvPvwk,https://api.spotify.com/v1/tracks/0azpnRmmqolIupBfSvPvwk,https://api.spotify.com/v1/audio-analysis/0azpnRmmqolIupBfSvPvwk,192653.0,4.0,spotify:track:0azpnRmmqolIupBfSvPvwk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295881,Old Town Road - Remix,Lil Nas X,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,audio_features,2YpeDb67231RjR0MgVLzsG,spotify:track:2YpeDb67231RjR0MgVLzsG,https://api.spotify.com/v1/tracks/2YpeDb67231RjR0MgVLzsG,https://api.spotify.com/v1/audio-analysis/2YpeDb67231RjR0MgVLzsG,157067.0,4.0,spotify:track:1000nHvUdawXuUHgBod4Wv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295882,Old Town Road,Lil Nas X,0.907,0.53,1.0,-6.112,1.0,0.127,0.0578,2.23e-06,0.101,0.507,135.998,audio_features,0F7FA14euOIX8KcbEturGH,spotify:track:0F7FA14euOIX8KcbEturGH,https://api.spotify.com/v1/tracks/0F7FA14euOIX8KcbEturGH,https://api.spotify.com/v1/audio-analysis/0F7FA14euOIX8KcbEturGH,113000.0,4.0,spotify:track:1000nHvUdawXuUHgBod4Wv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295883,Old Town Road,Kidz Bop Kids,0.784,0.51,9.0,-6.546,1.0,0.0405,0.0667,0.0,0.0773,0.526,135.909,audio_features,3QpAo1aiTUVgsQBR8KmNHO,spotify:track:3QpAo1aiTUVgsQBR8KmNHO,https://api.spotify.com/v1/tracks/3QpAo1aiTUVgsQBR8KmNHO,https://api.spotify.com/v1/audio-analysis/3QpAo1aiTUVgsQBR8KmNHO,110347.0,4.0,spotify:track:6iCX17mrswsT0QgOclgqy3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295884,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,Lil Nas X,0.89,0.513,1.0,-5.996,1.0,0.154,0.0706,0.0,0.102,0.61,136.02,audio_features,6woeVu3fVMflqen1t4N6pg,spotify:track:6woeVu3fVMflqen1t4N6pg,https://api.spotify.com/v1/tracks/6woeVu3fVMflqen1t4N6pg,https://api.spotify.com/v1/audio-analysis/6woeVu3fVMflqen1t4N6pg,114133.0,4.0,spotify:track:1000nHvUdawXuUHgBod4Wv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295885,Heaven,Kane Brown,0.677,0.556,9.0,-6.544,1.0,0.0306,0.263,0.0,0.105,0.521,80.009,audio_features,1HXy5I3HTWq8OvxCn0z7G7,spotify:track:1HXy5I3HTWq8OvxCn0z7G7,https://api.spotify.com/v1/tracks/1HXy5I3HTWq8OvxCn0z7G7,https://api.spotify.com/v1/audio-analysis/1HXy5I3HTWq8OvxCn0z7G7,179507.0,4.0,spotify:track:1HXy5I3HTWq8OvxCn0z7G7,1.0,1.0,82.0,0.0,2.0,82.0,82.0,0.0,2.0,82.0,82.0,0.0,2.0,82.0
2313461,Heaven,Julia Michaels,0.552,0.371,7.0,-9.104,0.0,0.0359,0.857,0.0,0.0838,0.245,199.843,audio_features,1T575AhHueYinKSDflEsGK,spotify:track:1T575AhHueYinKSDflEsGK,https://api.spotify.com/v1/tracks/1T575AhHueYinKSDflEsGK,https://api.spotify.com/v1/audio-analysis/1T575AhHueYinKSDflEsGK,191787.0,3.0,spotify:track:1T575AhHueYinKSDflEsGK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2313462,Locked out of Heaven,Bruno Mars,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,audio_features,3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh,233478.0,4.0,spotify:track:161DnLWsx1i3u1JT05lzqU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2313463,Heaven,Bryan Adams,0.382,0.589,9.0,-7.315,0.0,0.0267,0.0465,0.0,0.122,0.335,140.059,audio_features,7Ewz6bJ97vUqk5HdkvguFQ,spotify:track:7Ewz6bJ97vUqk5HdkvguFQ,https://api.spotify.com/v1/tracks/7Ewz6bJ97vUqk5HdkvguFQ,https://api.spotify.com/v1/audio-analysis/7Ewz6bJ97vUqk5HdkvguFQ,243360.0,4.0,spotify:track:7Ewz6bJ97vUqk5HdkvguFQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2313464,My Head & My Heart,Ava Max,0.614,0.934,9.0,-3.709,0.0,0.07,0.0697,0.0,0.121,0.436,116.001,audio_features,1KixkQVDUHggZMU9dUobgm,spotify:track:1KixkQVDUHggZMU9dUobgm,https://api.spotify.com/v1/tracks/1KixkQVDUHggZMU9dUobgm,https://api.spotify.com/v1/audio-analysis/1KixkQVDUHggZMU9dUobgm,174760.0,4.0,spotify:track:7DnAm9FOTWE3cUvso43HhI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2313465,Juicy,Doja Cat,0.786,0.652,0.0,-2.607,1.0,0.0669,0.102,0.0,0.0697,0.483,170.031,audio_features,7f5trao56t7sB7f14QDTmp,spotify:track:7f5trao56t7sB7f14QDTmp,https://api.spotify.com/v1/tracks/7f5trao56t7sB7f14QDTmp,https://api.spotify.com/v1/audio-analysis/7f5trao56t7sB7f14QDTmp,203093.0,4.0,spotify:track:748mdHapucXQri7IAO8yFK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2313466,Juicy - 2005 Remaster,The Notorious B.I.G.,0.889,0.818,9.0,-4.639,1.0,0.253,0.47,0.0,0.179,0.782,96.063,audio_features,5ByAIlEEnxYdvpnezg7HTX,spotify:track:5ByAIlEEnxYdvpnezg7HTX,https://api.spotify.com/v1/tracks/5ByAIlEEnxYdvpnezg7HTX,https://api.spotify.com/v1/audio-analysis/5ByAIlEEnxYdvpnezg7HTX,302760.0,4.0,spotify:track:5ByAIlEEnxYdvpnezg7HTX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2313467,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,0.713,0.831,1.0,-4.75,0.0,0.15,0.0168,0.0,0.118,0.584,173.948,audio_features,1BuZAIO8WZpavWVbbq3Lci,spotify:track:1BuZAIO8WZpavWVbbq3Lci,https://api.spotify.com/v1/tracks/1BuZAIO8WZpavWVbbq3Lci,https://api.spotify.com/v1/audio-analysis/1BuZAIO8WZpavWVbbq3Lci,332301.0,4.0,spotify:track:2IGr3q6ljcpLvHDFLtI0yW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2313468,Juicy,GRiZ,0.504,0.981,9.0,-0.738,0.0,0.0476,0.000265,0.687,0.327,0.582,75.025,audio_features,7924NRevY7KfgupyhT6Xky,spotify:track:7924NRevY7KfgupyhT6Xky,https://api.spotify.com/v1/tracks/7924NRevY7KfgupyhT6Xky,https://api.spotify.com/v1/audio-analysis/7924NRevY7KfgupyhT6Xky,188800.0,4.0,spotify:track:7924NRevY7KfgupyhT6Xky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2313469,Nice To Meet Ya,Niall Horan,0.591,0.841,4.0,-4.351,0.0,0.0304,0.0119,0.0,0.395,0.392,109.034,audio_features,3cphb8kdsjElYR7r5icK3H,spotify:track:3cphb8kdsjElYR7r5icK3H,https://api.spotify.com/v1/tracks/3cphb8kdsjElYR7r5icK3H,https://api.spotify.com/v1/audio-analysis/3cphb8kdsjElYR7r5icK3H,158805.0,4.0,spotify:track:3cphb8kdsjElYR7r5icK3H,1.0,1.0,83.0,0.0,1.0,83.0,83.0,0.0,1.0,83.0,83.0,0.0,1.0,83.0
2316213,Nice to Meet Ya (feat. Nicki Minaj),Meghan Trainor,0.754,0.561,10.0,-6.279,0.0,0.333,0.0111,0.0267,0.126,0.539,192.034,audio_features,5HqRQwSAPAgJBQ3bhtpUTg,spotify:track:5HqRQwSAPAgJBQ3bhtpUTg,https://api.spotify.com/v1/tracks/5HqRQwSAPAgJBQ3bhtpUTg,https://api.spotify.com/v1/audio-analysis/5HqRQwSAPAgJBQ3bhtpUTg,197004.0,4.0,spotify:track:7fCNUWi6uflDTQ08srxMZk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316214,Romantic Lover,Eyedress,0.657,0.447,9.0,-9.299,0.0,0.087,0.701,0.924,0.198,0.537,184.315,audio_features,44pBlSEASFjEdU3qEHhbFs,spotify:track:44pBlSEASFjEdU3qEHhbFs,https://api.spotify.com/v1/tracks/44pBlSEASFjEdU3qEHhbFs,https://api.spotify.com/v1/audio-analysis/44pBlSEASFjEdU3qEHhbFs,86739.0,4.0,spotify:track:5KbTBSGUvgDg75gIVhUaAW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316215,Nice To Meet Ya (feat. Yxng Bane),Wes Nelson,0.802,0.719,4.0,-4.271,0.0,0.0792,0.081,0.0,0.141,0.336,101.971,audio_features,1YHjRAptXqPdsdx3g6FNJL,spotify:track:1YHjRAptXqPdsdx3g6FNJL,https://api.spotify.com/v1/tracks/1YHjRAptXqPdsdx3g6FNJL,https://api.spotify.com/v1/audio-analysis/1YHjRAptXqPdsdx3g6FNJL,181919.0,4.0,spotify:track:1YHjRAptXqPdsdx3g6FNJL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316216,parents,YUNGBLUD,0.618,0.823,7.0,-4.76,1.0,0.0447,0.0132,0.0,0.288,0.58,82.004,audio_features,68rVGSTnCiFOET9k5Vd8Se,spotify:track:68rVGSTnCiFOET9k5Vd8Se,https://api.spotify.com/v1/tracks/68rVGSTnCiFOET9k5Vd8Se,https://api.spotify.com/v1/audio-analysis/68rVGSTnCiFOET9k5Vd8Se,171880.0,4.0,spotify:track:68rVGSTnCiFOET9k5Vd8Se,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316217,Jerry Sprunger (with T-Pain),Tory Lanez,0.76,0.746,0.0,-5.331,0.0,0.227,0.137,0.0,0.0905,0.449,100.011,audio_features,6JsHgIkMYHcbNtKfsal2Mg,spotify:track:6JsHgIkMYHcbNtKfsal2Mg,https://api.spotify.com/v1/tracks/6JsHgIkMYHcbNtKfsal2Mg,https://api.spotify.com/v1/audio-analysis/6JsHgIkMYHcbNtKfsal2Mg,233546.0,4.0,spotify:track:6JsHgIkMYHcbNtKfsal2Mg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316218,Jerry Sprunger,Nathan Allen,0.489,0.383,0.0,-14.097,0.0,0.0463,0.0724,0.732,0.133,0.23,99.826,audio_features,7ooOoWuecREecm9THYAbBz,spotify:track:7ooOoWuecREecm9THYAbBz,https://api.spotify.com/v1/tracks/7ooOoWuecREecm9THYAbBz,https://api.spotify.com/v1/audio-analysis/7ooOoWuecREecm9THYAbBz,233168.0,4.0,spotify:track:7ooOoWuecREecm9THYAbBz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316219,Jerry Sprunger - Instrumental,DJ Boomin,0.884,0.256,8.0,-13.428,1.0,0.25,0.0026,0.345,0.165,0.66,100.004,audio_features,71IgAxb5n2YWIqpU2LCiQH,spotify:track:71IgAxb5n2YWIqpU2LCiQH,https://api.spotify.com/v1/tracks/71IgAxb5n2YWIqpU2LCiQH,https://api.spotify.com/v1/audio-analysis/71IgAxb5n2YWIqpU2LCiQH,221500.0,4.0,spotify:track:5ndpp3ihIJkegE72YCNrgD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316220,Jerry Sprunger,Tory Lanez,0.76,0.747,0.0,-5.327,0.0,0.23,0.138,0.0,0.0905,0.46,100.014,audio_features,3AoYAejR95J2k219BeM6he,spotify:track:3AoYAejR95J2k219BeM6he,https://api.spotify.com/v1/tracks/3AoYAejR95J2k219BeM6he,https://api.spotify.com/v1/audio-analysis/3AoYAejR95J2k219BeM6he,233546.0,4.0,spotify:track:6JsHgIkMYHcbNtKfsal2Mg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316221,Hoes Mad,Famous Dex,0.706,0.758,7.0,-7.543,1.0,0.126,0.0317,0.0,0.489,0.523,134.867,audio_features,1u8kqieXwWHMnetFOk8rjg,spotify:track:1u8kqieXwWHMnetFOk8rjg,https://api.spotify.com/v1/tracks/1u8kqieXwWHMnetFOk8rjg,https://api.spotify.com/v1/audio-analysis/1u8kqieXwWHMnetFOk8rjg,190222.0,4.0,spotify:track:5PTG6rrL6EPFD9E2QMI2pl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316222,Famous Hoes,Ofn Luigi,0.873,0.391,0.0,-11.32,1.0,0.435,0.174,0.000394,0.0694,0.631,155.08,audio_features,7zmEKeUN8sUnc2WOi1XpId,spotify:track:7zmEKeUN8sUnc2WOi1XpId,https://api.spotify.com/v1/tracks/7zmEKeUN8sUnc2WOi1XpId,https://api.spotify.com/v1/audio-analysis/7zmEKeUN8sUnc2WOi1XpId,173642.0,4.0,spotify:track:7zmEKeUN8sUnc2WOi1XpId,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316223,Famous Hoes,Jayrone,0.79,0.718,4.0,-4.498,0.0,0.258,0.472,0.0,0.373,0.628,81.459,audio_features,0GaTu5qvfGyOJYV1Lvmv8M,spotify:track:0GaTu5qvfGyOJYV1Lvmv8M,https://api.spotify.com/v1/tracks/0GaTu5qvfGyOJYV1Lvmv8M,https://api.spotify.com/v1/audio-analysis/0GaTu5qvfGyOJYV1Lvmv8M,135784.0,4.0,spotify:track:0GaTu5qvfGyOJYV1Lvmv8M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316224,Guatemala - From Swaecation,Rae Sremmurd,0.849,0.699,4.0,-5.193,0.0,0.0574,0.185,0.00118,0.0954,0.0778,100.989,audio_features,0TCnOEVeLQMXOUrpPlM7uY,spotify:track:0TCnOEVeLQMXOUrpPlM7uY,https://api.spotify.com/v1/tracks/0TCnOEVeLQMXOUrpPlM7uY,https://api.spotify.com/v1/audio-analysis/0TCnOEVeLQMXOUrpPlM7uY,256341.0,4.0,spotify:track:2IGr3q6ljcpLvHDFLtI0yW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316225,Guatemala Shawty,lonelyrari,0.843,0.623,9.0,-8.295,1.0,0.164,0.0586,2.25e-06,0.101,0.377,92.468,audio_features,7pRll6gvHs7XrAaYZldUX0,spotify:track:7pRll6gvHs7XrAaYZldUX0,https://api.spotify.com/v1/tracks/7pRll6gvHs7XrAaYZldUX0,https://api.spotify.com/v1/audio-analysis/7pRll6gvHs7XrAaYZldUX0,91696.0,4.0,spotify:track:7pRll6gvHs7XrAaYZldUX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
