song_x,performer,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri_x,track_href,analysis_url,duration_ms,time_signature,uri_y,hitTF_x,hitTF_x,chart_position_x,previous_position_x,weeks_on_chart_x,peak_x,chart_position_y,previous_position_y,weeks_on_chart_y,peak_y,chart_position,previous_position,weeks_on_chart,peak
445376,Wow.,Post Malone,0.829,0.539,11.0,-7.359,0.0,0.208,0.136,1.78e-06,0.103,0.388,99.96,audio_features,7xQAfvXzm3AkraOtGPWIZg,spotify:track:7xQAfvXzm3AkraOtGPWIZg,https://api.spotify.com/v1/tracks/7xQAfvXzm3AkraOtGPWIZg,https://api.spotify.com/v1/audio-analysis/7xQAfvXzm3AkraOtGPWIZg,149547.0,4.0,spotify:track:0KAzP1Rbp0Vz5pw8i1KDDI,1.0,1.0,47.0,0.0,1.0,47.0,47.0,0.0,1.0,47.0,47.0,0.0,1.0,47.0
530560,Lose You To Love Me,Selena Gomez,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.0,0.21,0.0978,102.819,audio_features,4l0Mvzj72xxOpRrp6h8nHi,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/tracks/4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/audio-analysis/4l0Mvzj72xxOpRrp6h8nHi,206459.0,4.0,spotify:track:2fZQIJew3nkNe99s2PKzul,1.0,1.0,15.0,0.0,1.0,15.0,15.0,0.0,1.0,15.0,15.0,0.0,1.0,15.0
542727,Lose You To Love Me,Amy Bynes,0.317,0.015,4.0,-30.326,1.0,0.0575,0.996,0.798,0.0941,0.371,79.783,audio_features,0R9KMCqqe2YVA5dEWQMqzP,spotify:track:0R9KMCqqe2YVA5dEWQMqzP,https://api.spotify.com/v1/tracks/0R9KMCqqe2YVA5dEWQMqzP,https://api.spotify.com/v1/audio-analysis/0R9KMCqqe2YVA5dEWQMqzP,262729.0,4.0,spotify:track:0R9KMCqqe2YVA5dEWQMqzP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542728,Lose You To Love Me,Bombay Bicycle Club,0.622,0.56,6.0,-8.263,1.0,0.0253,0.724,4.65e-05,0.168,0.474,99.978,audio_features,4Nh0VN6kYKzcZHBwXWtZDD,spotify:track:4Nh0VN6kYKzcZHBwXWtZDD,https://api.spotify.com/v1/tracks/4Nh0VN6kYKzcZHBwXWtZDD,https://api.spotify.com/v1/audio-analysis/4Nh0VN6kYKzcZHBwXWtZDD,235265.0,4.0,spotify:track:4Nh0VN6kYKzcZHBwXWtZDD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542729,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,0.842,0.801,8.0,-4.167,0.0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,audio_features,4w8niZpiMy6qz1mntFA5uM,spotify:track:4w8niZpiMy6qz1mntFA5uM,https://api.spotify.com/v1/tracks/4w8niZpiMy6qz1mntFA5uM,https://api.spotify.com/v1/audio-analysis/4w8niZpiMy6qz1mntFA5uM,212500.0,4.0,spotify:track:4w8niZpiMy6qz1mntFA5uM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542730,Taking A Walk,Trippie Redd,0.767,0.538,0.0,-6.044,0.0,0.052,0.68,0.0,0.192,0.343,81.031,audio_features,4mHgYpuGHu99Mw69E83CP2,spotify:track:4mHgYpuGHu99Mw69E83CP2,https://api.spotify.com/v1/tracks/4mHgYpuGHu99Mw69E83CP2,https://api.spotify.com/v1/audio-analysis/4mHgYpuGHu99Mw69E83CP2,121680.0,4.0,spotify:track:4mHgYpuGHu99Mw69E83CP2,1.0,1.0,46.0,0.0,1.0,46.0,46.0,0.0,1.0,46.0,46.0,0.0,1.0,46.0
542757,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,0.842,0.801,8.0,-4.167,0.0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,audio_features,0KoiMHhqKLoL4xM54rcWYY,spotify:track:0KoiMHhqKLoL4xM54rcWYY,https://api.spotify.com/v1/tracks/0KoiMHhqKLoL4xM54rcWYY,https://api.spotify.com/v1/audio-analysis/0KoiMHhqKLoL4xM54rcWYY,212500.0,4.0,spotify:track:4w8niZpiMy6qz1mntFA5uM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542758,Taki Taki (feat. Cardi B),DJ Snake,0.851,0.796,8.0,-4.305,0.0,0.194,0.172,2.01e-05,0.062,0.587,96.036,audio_features,0zbXwU2xTKqS1Vg0pQMs4E,spotify:track:0zbXwU2xTKqS1Vg0pQMs4E,https://api.spotify.com/v1/tracks/0zbXwU2xTKqS1Vg0pQMs4E,https://api.spotify.com/v1/audio-analysis/0zbXwU2xTKqS1Vg0pQMs4E,210733.0,4.0,spotify:track:4w8niZpiMy6qz1mntFA5uM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542759,Takin' Shots,Post Malone,0.762,0.621,0.0,-6.24,1.0,0.0866,0.61,0.0,0.464,0.593,120.056,audio_features,5ffntNJnJOeFv7b7DCd0Bw,spotify:track:5ffntNJnJOeFv7b7DCd0Bw,https://api.spotify.com/v1/tracks/5ffntNJnJOeFv7b7DCd0Bw,https://api.spotify.com/v1/audio-analysis/5ffntNJnJOeFv7b7DCd0Bw,216747.0,4.0,spotify:track:0KAzP1Rbp0Vz5pw8i1KDDI,1.0,1.0,29.0,0.0,1.0,29.0,29.0,0.0,1.0,29.0,29.0,0.0,1.0,29.0
542786,Shallow,Lady Gaga,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,audio_features,2VxeLyX666F8uXCJ0dZF8B,spotify:track:2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,215733.0,4.0,spotify:track:2VxeLyX666F8uXCJ0dZF8B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542787,Shallow - Radio Edit,Lady Gaga,0.575,0.33,7.0,-6.557,1.0,0.031,0.416,0.0,0.0872,0.277,95.801,audio_features,6QfS2wq5sSC1xAJCQsTSlj,spotify:track:6QfS2wq5sSC1xAJCQsTSlj,https://api.spotify.com/v1/tracks/6QfS2wq5sSC1xAJCQsTSlj,https://api.spotify.com/v1/audio-analysis/6QfS2wq5sSC1xAJCQsTSlj,217213.0,4.0,spotify:track:2VxeLyX666F8uXCJ0dZF8B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542788,Shallow (The Duet with Garth Brooks and Trisha Yearwood),Trisha Yearwood,0.359,0.392,5.0,-7.879,1.0,0.0292,0.569,0.0,0.112,0.369,95.494,audio_features,0SA1RVvy3x161K2PcW2CSO,spotify:track:0SA1RVvy3x161K2PcW2CSO,https://api.spotify.com/v1/tracks/0SA1RVvy3x161K2PcW2CSO,https://api.spotify.com/v1/audio-analysis/0SA1RVvy3x161K2PcW2CSO,221869.0,4.0,spotify:track:0SA1RVvy3x161K2PcW2CSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542789,Shallow,Danielle Bradbery,0.561,0.673,7.0,-4.186,1.0,0.0278,0.232,0.0,0.0829,0.326,95.989,audio_features,6ysfrXnADdeTtW20oSybln,spotify:track:6ysfrXnADdeTtW20oSybln,https://api.spotify.com/v1/tracks/6ysfrXnADdeTtW20oSybln,https://api.spotify.com/v1/audio-analysis/6ysfrXnADdeTtW20oSybln,207747.0,4.0,spotify:track:6ysfrXnADdeTtW20oSybln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542790,Shallow Water,Walter Giulini,0.592,0.000884,7.0,-33.083,1.0,0.102,0.994,0.953,0.0862,0.27,122.667,audio_features,57bmkxOURTY7Ail1PFWhV6,spotify:track:57bmkxOURTY7Ail1PFWhV6,https://api.spotify.com/v1/tracks/57bmkxOURTY7Ail1PFWhV6,https://api.spotify.com/v1/audio-analysis/57bmkxOURTY7Ail1PFWhV6,172073.0,1.0,spotify:track:57bmkxOURTY7Ail1PFWhV6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542791,Better Now,Post Malone,0.68,0.578,10.0,-5.804,1.0,0.04,0.331,0.0,0.135,0.341,145.038,audio_features,7dt6x5M1jzdTEt8oCbisTK,spotify:track:7dt6x5M1jzdTEt8oCbisTK,https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK,https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK,231267.0,4.0,spotify:track:0KAzP1Rbp0Vz5pw8i1KDDI,1.0,1.0,23.0,20.0,8.0,7.0,23.0,20.0,8.0,7.0,23.0,20.0,8.0,7.0
683399,Better Now,Blanks,0.744,0.906,10.0,-7.027,1.0,0.0327,0.437,2.29e-06,0.0847,0.902,120.019,audio_features,1qlgw9MTX3xLaM8YH2OyAv,spotify:track:1qlgw9MTX3xLaM8YH2OyAv,https://api.spotify.com/v1/tracks/1qlgw9MTX3xLaM8YH2OyAv,https://api.spotify.com/v1/audio-analysis/1qlgw9MTX3xLaM8YH2OyAv,176000.0,4.0,spotify:track:1qlgw9MTX3xLaM8YH2OyAv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683400,Better Than Revenge,Taylor Swift,0.516,0.917,11.0,-3.186,0.0,0.0827,0.0139,6.37e-06,0.36,0.635,145.821,audio_features,1By2VQkUN0Frd8mKNV5NYC,spotify:track:1By2VQkUN0Frd8mKNV5NYC,https://api.spotify.com/v1/tracks/1By2VQkUN0Frd8mKNV5NYC,https://api.spotify.com/v1/audio-analysis/1By2VQkUN0Frd8mKNV5NYC,217160.0,4.0,spotify:track:0dBW6ZsW8skfvoRfgeerBF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683401,Better Now,Our Last Night,0.55,0.888,2.0,-5.294,1.0,0.0374,0.00165,0.012,0.329,0.29,144.965,audio_features,3tIbU5qAn8Ppe5XRGI294e,spotify:track:3tIbU5qAn8Ppe5XRGI294e,https://api.spotify.com/v1/tracks/3tIbU5qAn8Ppe5XRGI294e,https://api.spotify.com/v1/audio-analysis/3tIbU5qAn8Ppe5XRGI294e,216879.0,4.0,spotify:track:3tIbU5qAn8Ppe5XRGI294e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683402,Bartier Cardi (feat. 21 Savage),Cardi B,0.908,0.524,1.0,-7.955,1.0,0.181,0.00111,0.000678,0.383,0.109,138.015,audio_features,0dIoGTQXDh1wVnhIiSyYEa,spotify:track:0dIoGTQXDh1wVnhIiSyYEa,https://api.spotify.com/v1/tracks/0dIoGTQXDh1wVnhIiSyYEa,https://api.spotify.com/v1/audio-analysis/0dIoGTQXDh1wVnhIiSyYEa,224285.0,4.0,spotify:track:1vBeIXlzbAieGoDqInav5j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683403,Bartier Cardi - Instrumental,Metrixx,0.717,0.363,0.0,-10.917,0.0,0.0672,2.01e-05,0.88,0.102,0.039,138.005,audio_features,2WkN6WzR62YSKKPO1pic8s,spotify:track:2WkN6WzR62YSKKPO1pic8s,https://api.spotify.com/v1/tracks/2WkN6WzR62YSKKPO1pic8s,https://api.spotify.com/v1/audio-analysis/2WkN6WzR62YSKKPO1pic8s,227826.0,4.0,spotify:track:2WkN6WzR62YSKKPO1pic8s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683404,Bartier Cardi - Instrumental,B Lou,0.78,0.435,1.0,-8.972,1.0,0.121,0.00175,0.942,0.102,0.0714,138.023,audio_features,1eVnfnor7fQ5ZyGKLjN5ce,spotify:track:1eVnfnor7fQ5ZyGKLjN5ce,https://api.spotify.com/v1/tracks/1eVnfnor7fQ5ZyGKLjN5ce,https://api.spotify.com/v1/audio-analysis/1eVnfnor7fQ5ZyGKLjN5ce,153105.0,4.0,spotify:track:4yc9A8dcyF5N0MHyeVOFkU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683405,Bartier Cardi - Instrumental,Miley Ross Beats,0.755,0.445,0.0,-14.429,1.0,0.0453,0.0727,0.857,0.0883,0.307,120.003,audio_features,5MXQaIiQ7iv3fUDynNPA46,spotify:track:5MXQaIiQ7iv3fUDynNPA46,https://api.spotify.com/v1/tracks/5MXQaIiQ7iv3fUDynNPA46,https://api.spotify.com/v1/audio-analysis/5MXQaIiQ7iv3fUDynNPA46,216000.0,4.0,spotify:track:5MXQaIiQ7iv3fUDynNPA46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683406,"thank u, next",Ariana Grande,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,audio_features,3e9HZxeyfWwjeyPAMmWSSQ,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,207320.0,4.0,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683407,"thank u, next",Vitamin String Quartet,0.417,0.202,2.0,-10.881,1.0,0.0442,0.957,0.00862,0.0689,0.635,69.177,audio_features,66iP3U2QOKgevrnrbWk53S,spotify:track:66iP3U2QOKgevrnrbWk53S,https://api.spotify.com/v1/tracks/66iP3U2QOKgevrnrbWk53S,https://api.spotify.com/v1/audio-analysis/66iP3U2QOKgevrnrbWk53S,206720.0,3.0,spotify:track:66iP3U2QOKgevrnrbWk53S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683408,7 rings,Ariana Grande,0.778,0.317,1.0,-10.732,0.0,0.334,0.592,0.0,0.0881,0.327,140.048,audio_features,6ocbgoVGwYJhOv1GgI9NsF,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,178627.0,4.0,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683409,"Thank U, Next",Lofi Fruits Music,0.701,0.259,4.0,-15.111,1.0,0.0371,0.863,0.876,0.114,0.0732,80.043,audio_features,6itZ2LdmtXSJgLYX6OnMCx,spotify:track:6itZ2LdmtXSJgLYX6OnMCx,https://api.spotify.com/v1/tracks/6itZ2LdmtXSJgLYX6OnMCx,https://api.spotify.com/v1/audio-analysis/6itZ2LdmtXSJgLYX6OnMCx,117565.0,4.0,spotify:track:6E9n8PODYkEPKKx7Pum5KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683410,"break up with your girlfriend, i'm bored",Ariana Grande,0.726,0.554,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.999,audio_features,4kV4N9D1iKVxx1KLvtTpjS,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,https://api.spotify.com/v1/tracks/4kV4N9D1iKVxx1KLvtTpjS,https://api.spotify.com/v1/audio-analysis/4kV4N9D1iKVxx1KLvtTpjS,190440.0,4.0,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683411,7 Rings,Our Last Night,0.598,0.924,1.0,-4.828,0.0,0.0608,0.000398,3.86e-05,0.0938,0.489,140.122,audio_features,0YEg2JfkMeJ1hTYqop4A5o,spotify:track:0YEg2JfkMeJ1hTYqop4A5o,https://api.spotify.com/v1/tracks/0YEg2JfkMeJ1hTYqop4A5o,https://api.spotify.com/v1/audio-analysis/0YEg2JfkMeJ1hTYqop4A5o,181821.0,4.0,spotify:track:3tIbU5qAn8Ppe5XRGI294e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683412,7 rings (feat. 2 Chainz) - Remix,Ariana Grande,0.78,0.341,1.0,-10.162,0.0,0.465,0.517,0.0,0.0873,0.342,70.011,audio_features,6AyI8UGx8Y4peb7pLOy2pf,spotify:track:6AyI8UGx8Y4peb7pLOy2pf,https://api.spotify.com/v1/tracks/6AyI8UGx8Y4peb7pLOy2pf,https://api.spotify.com/v1/audio-analysis/6AyI8UGx8Y4peb7pLOy2pf,178640.0,4.0,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683413,Seven Rings,Future,0.744,0.7,8.0,-5.353,1.0,0.358,0.0972,0.0,0.111,0.466,153.894,audio_features,2O0PpdgMmzBj2ZY8cqjfpO,spotify:track:2O0PpdgMmzBj2ZY8cqjfpO,https://api.spotify.com/v1/tracks/2O0PpdgMmzBj2ZY8cqjfpO,https://api.spotify.com/v1/audio-analysis/2O0PpdgMmzBj2ZY8cqjfpO,205893.0,4.0,spotify:track:2O0PpdgMmzBj2ZY8cqjfpO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683414,Sucker,Jonas Brothers,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,audio_features,22vgEDb5hykfaTwLuskFGD,spotify:track:22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/tracks/22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/audio-analysis/22vgEDb5hykfaTwLuskFGD,181027.0,4.0,spotify:track:22vgEDb5hykfaTwLuskFGD,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
787237,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,0.502,0.786,9.0,-4.378,0.0,0.317,0.255,0.0,0.65,0.739,169.021,audio_features,4dASQiO1Eoo3RJvt74FtXB,spotify:track:4dASQiO1Eoo3RJvt74FtXB,https://api.spotify.com/v1/tracks/4dASQiO1Eoo3RJvt74FtXB,https://api.spotify.com/v1/audio-analysis/4dASQiO1Eoo3RJvt74FtXB,243491.0,4.0,spotify:track:0dbTQYW3Ad1FTzIA9t90E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787238,Sucker for You,Matt Terry,0.876,0.649,0.0,-4.369,1.0,0.0691,0.223,0.0,0.332,0.742,95.034,audio_features,5H9H0i7UCmRDCZRHldbmhN,spotify:track:5H9H0i7UCmRDCZRHldbmhN,https://api.spotify.com/v1/tracks/5H9H0i7UCmRDCZRHldbmhN,https://api.spotify.com/v1/audio-analysis/5H9H0i7UCmRDCZRHldbmhN,203680.0,4.0,spotify:track:5H9H0i7UCmRDCZRHldbmhN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787239,No Sucker (feat. Moneybagg Yo),Lil Baby,0.9,0.846,0.0,-4.884,1.0,0.224,0.025,0.0,0.204,0.851,129.966,audio_features,6A9wHAasMxed0firnDao1K,spotify:track:6A9wHAasMxed0firnDao1K,https://api.spotify.com/v1/tracks/6A9wHAasMxed0firnDao1K,https://api.spotify.com/v1/audio-analysis/6A9wHAasMxed0firnDao1K,188607.0,4.0,spotify:track:78QR3Wp35dqAhFEc2qAGjE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787240,Sucker,Madeline Kenney,0.511,0.674,9.0,-9.536,1.0,0.0274,0.117,0.0105,0.129,0.663,173.949,audio_features,4N80ioxk2nZEHWANDhmyuB,spotify:track:4N80ioxk2nZEHWANDhmyuB,https://api.spotify.com/v1/tracks/4N80ioxk2nZEHWANDhmyuB,https://api.spotify.com/v1/audio-analysis/4N80ioxk2nZEHWANDhmyuB,283371.0,4.0,spotify:track:4N80ioxk2nZEHWANDhmyuB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787241,Psycho (feat. Ty Dolla $ign),Post Malone,0.75,0.56,8.0,-8.094,1.0,0.105,0.546,0.0,0.111,0.459,140.06,audio_features,3swc6WTsr7rl9DqQKQA55C,spotify:track:3swc6WTsr7rl9DqQKQA55C,https://api.spotify.com/v1/tracks/3swc6WTsr7rl9DqQKQA55C,https://api.spotify.com/v1/audio-analysis/3swc6WTsr7rl9DqQKQA55C,221440.0,4.0,spotify:track:0KAzP1Rbp0Vz5pw8i1KDDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787242,SICKO MODE,Travis Scott,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,audio_features,2xLMifQCjDGFmkHkpNLD9h,spotify:track:2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h,312820.0,4.0,spotify:track:4jVBIpuOiMj1crqd8LoCrJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787243,"Psycho, Pt. 2",Russ,0.766,0.548,10.0,-4.29,1.0,0.235,0.775,5.57e-06,0.1,0.424,82.944,audio_features,26OhjtaTamFocE08t83ml6,spotify:track:26OhjtaTamFocE08t83ml6,https://api.spotify.com/v1/tracks/26OhjtaTamFocE08t83ml6,https://api.spotify.com/v1/audio-analysis/26OhjtaTamFocE08t83ml6,161985.0,4.0,spotify:track:26OhjtaTamFocE08t83ml6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787244,Psycho!,MASN,0.876,0.312,7.0,-10.17,1.0,0.0521,0.443,0.0,0.247,0.377,114.973,audio_features,56fkAaSu91c1E2k43wGPFC,spotify:track:56fkAaSu91c1E2k43wGPFC,https://api.spotify.com/v1/tracks/56fkAaSu91c1E2k43wGPFC,https://api.spotify.com/v1/audio-analysis/56fkAaSu91c1E2k43wGPFC,197217.0,4.0,spotify:track:56fkAaSu91c1E2k43wGPFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787245,Sweet but Psycho,Ava Max,0.72,0.706,1.0,-4.719,1.0,0.0473,0.0684,0.0,0.166,0.62,133.002,audio_features,7DnAm9FOTWE3cUvso43HhI,spotify:track:7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/tracks/7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/audio-analysis/7DnAm9FOTWE3cUvso43HhI,187436.0,4.0,spotify:track:7DnAm9FOTWE3cUvso43HhI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787246,"break up with your girlfriend, i'm bored - live",Ariana Grande,0.593,0.737,5.0,-5.102,0.0,0.0475,0.0162,1.55e-05,0.975,0.238,84.87,audio_features,56feSEETtLwNjY5Xz8XbKI,spotify:track:56feSEETtLwNjY5Xz8XbKI,https://api.spotify.com/v1/tracks/56feSEETtLwNjY5Xz8XbKI,https://api.spotify.com/v1/audio-analysis/56feSEETtLwNjY5Xz8XbKI,223872.0,4.0,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787247,"Break Up With Your Girlfriend, I'm Bored",Kidz Bop Kids,0.703,0.582,5.0,-6.134,0.0,0.0494,0.0555,0.0,0.134,0.647,170.162,audio_features,3sZaj5Dk3X4Jbq7JOxuYRL,spotify:track:3sZaj5Dk3X4Jbq7JOxuYRL,https://api.spotify.com/v1/tracks/3sZaj5Dk3X4Jbq7JOxuYRL,https://api.spotify.com/v1/audio-analysis/3sZaj5Dk3X4Jbq7JOxuYRL,180000.0,4.0,spotify:track:6iCX17mrswsT0QgOclgqy3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787248,"Break Up With Your Girlfriend, I'm Bored",Carmen da Silva,0.574,0.181,0.0,-17.387,0.0,0.0439,0.989,0.868,0.0948,0.171,79.953,audio_features,7mDVKnAHcKgdWfqzug4g20,spotify:track:7mDVKnAHcKgdWfqzug4g20,https://api.spotify.com/v1/tracks/7mDVKnAHcKgdWfqzug4g20,https://api.spotify.com/v1/audio-analysis/7mDVKnAHcKgdWfqzug4g20,145500.0,4.0,spotify:track:7mDVKnAHcKgdWfqzug4g20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787249,Señorita,Shawn Mendes,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,audio_features,0TK2YIli7K1leLovkQiNik,spotify:track:0TK2YIli7K1leLovkQiNik,https://api.spotify.com/v1/tracks/0TK2YIli7K1leLovkQiNik,https://api.spotify.com/v1/audio-analysis/0TK2YIli7K1leLovkQiNik,190960.0,4.0,spotify:track:6LsAAHotRLMOHfCsSfYCsz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787250,Señorita,Justin Timberlake,0.841,0.63,1.0,-5.356,1.0,0.0443,0.0725,0.0,0.0742,0.876,97.964,audio_features,0aj2QKJvz6CePykmlTApiD,spotify:track:0aj2QKJvz6CePykmlTApiD,https://api.spotify.com/v1/tracks/0aj2QKJvz6CePykmlTApiD,https://api.spotify.com/v1/audio-analysis/0aj2QKJvz6CePykmlTApiD,294867.0,4.0,spotify:track:1L3NV7VrCiuE8C5QlhdeQL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787251,Señorita,Kidz Bop Kids,0.783,0.671,9.0,-5.124,0.0,0.0312,0.0372,0.0,0.0897,0.907,117.038,audio_features,0rzOBbw7Zg4yyN22wwJzvJ,spotify:track:0rzOBbw7Zg4yyN22wwJzvJ,https://api.spotify.com/v1/tracks/0rzOBbw7Zg4yyN22wwJzvJ,https://api.spotify.com/v1/audio-analysis/0rzOBbw7Zg4yyN22wwJzvJ,169747.0,4.0,spotify:track:6iCX17mrswsT0QgOclgqy3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
